imo,vessel_name,gross_tonnage,type,year_build,flag
9354662,A. IDEFIX,18263,Container Ship,2008,Malta (MLT)
9386524,A LA MARINE,16023,Container Ship,2009,Belgium (BEL)
9354674,A. OBELIX,18199,Container Ship,2008,Malta (MLT)
9214898,A. P. MOLLER,92198,Container Ship,2000,Singapore (SGP)
9303807,ABIDJAN EXPRESS,28592,Container Ship,2006,Malta (MLT)
9379636,ABTIN 1,9957,Container Ship,2008,Iran (IRN)
9349667,ABYAN,75395,Container Ship,2008,Iran (IRN)
9244207,ACACIA HAWK,6191,Container Ship,2002,"Hong Kong, China (HKG)"
9338307,ACACIA LIBRA,9954,Container Ship,2007,"Hong Kong, China (HKG)"
9270828,ACACIA MAKOTO,21932,Container Ship,2004,Singapore (SGP)
9505522,ACACIA MING,7170,Container Ship,2010,Panama (PAN)
9401697,ACACIA REI,18326,Container Ship,2010,Singapore (SGP)
9338292,ACACIA VIRGO,9954,Container Ship,2007,Panama (PAN)
9433066,ACRUX N,18326,Container Ship,2010,Cyprus (CYP)
9395525,ACTUARIA,75752,Container Ship,2009,Portugal (MAR) (PMD)
9360611,ACX CRYSTAL,29060,Container Ship,2008,Philippines (PHL)
9360609,ACX DIAMOND,29060,Container Ship,2008,Singapore (SGP)
9360623,ACX PEARL,29060,Container Ship,2008,Liberia (LBR)
9303766,ADELHEID-S.,35581,Container Ship,2006,Antigua and Barbuda (ATG)
9306079,ADELINA D,15487,Container Ship,2006,Portugal (MAR) (PMD)
9318761,ADILIA I,9701,Container Ship,2004,Portugal (MAR) (PMD)
9365843,ADMIRAL GALAXY,21092,Container Ship,2008,Liberia (LBR)
9260457,ADRIAN MAERSK,93496,Container Ship,2004,Denmark (DIS) (DIS)
9398242,ADRIAN SCHULTE,75582,Container Ship,2009,Malta (MLT)
9245005,ADVANTAGE,66332,Container Ship,2001,St.Kitts and Nevis (KNA)
9260902,AEGIALI,66573,Container Ship,2002,Liberia (LBR)
9732345,AFIF,153148,Container Ship,2017,Marshall Islands (MHL)
9359105,AFRICA SUN,9956,Container Ship,2006,Djibouti (DJI)
9315381,AGAMEMNON,89776,Container Ship,2007,Liberia (LBR)
9349605,AGIOS DIMITRIOS,74175,Container Ship,2011,Liberia (LBR)
9221839,AGIOS MINAS,73059,Container Ship,2001,Liberia (LBR)
9400215,AGLAIA,42609,Container Ship,2011,Liberia (LBR)
9231169,AGUSTE SCHULTE,27093,Container Ship,2002,St.Kitts and Nevis (KNA)
9354337,AILA,9131,Container Ship,2007,Finland (FIN)
9525869,AIN SNAN,141077,Container Ship,2012,Malta (MLT)
9190822,AINAFTIS,7970,Container Ship,2000,Panama (PAN)
9640994,AISOPOS II,24261,Container Ship,2016,Liberia (LBR)
9315020,AKACIA,11662,Container Ship,2004,Portugal (MAR) (PMD)
9492878,AKASHIA,2979,Container Ship,2007,Indonesia (IDN)
9237149,AKHISAR,5886,Container Ship,2001,Turkey (TUR)
9224532,AKINADA BRIDGE,68687,Container Ship,2001,Panama (PAN)
9349514,AL BAHIA,75579,Container Ship,2008,Liberia (LBR)
9573505,AL BAZM-II,11173,Container Ship,2011,United Arab Emirates (ARE)
9415997,AL BIDDA,9955,Container Ship,2009,Qatar (QAT)
9708825,AL DAHNA,195636,Container Ship,2016,Malta (MLT)
9732307,AL DHAIL,153148,Container Ship,2016,Marshall Islands (MHL)
9261724,AL ENDEAVOR I,53096,Container Ship,2003,Liberia (LBR)
9261736,AL ENDURANCE-I,53096,Container Ship,2003,St.Kitts and Nevis (KNA)
9349552,AL HILAL,75579,Container Ship,2008,Liberia (LBR)
9732321,AL JASRAH,153148,Container Ship,2016,Marshall Islands (MHL)
9732357,AL JMELIYAH,153148,Container Ship,2017,Marshall Islands (MHL)
9349502,AL KHARJ,75579,Container Ship,2008,Liberia (LBR)
9349538,AL MANAMAH,75579,Container Ship,2008,Liberia (LBR)
9732319,AL MASHRAB,153148,Container Ship,2016,Marshall Islands (MHL)
9708837,AL MURABBA,153148,Container Ship,2015,Marshall Islands (MHL)
9708863,AL MURAYKH,195636,Container Ship,2015,Malta (MLT)
9708849,AL NASRIYAH,153148,Container Ship,2015,Marshall Islands (MHL)
9708813,AL NEFUD,195636,Container Ship,2015,Malta (MLT)
9525924,AL QIBLA,141077,Container Ship,2012,Malta (MLT)
9349564,AL RAWDAH,75579,Container Ship,2008,Marshall Islands (MHL)
9300984,AL REEM I,32968,Container Ship,2006,United Arab Emirates (ARE)
9525912,AL RIFFA,141077,Container Ship,2012,Malta (MLT)
9416006,AL RUMEILA,9955,Container Ship,2009,Qatar (QAT)
9574016,AL SADR - I,11173,Container Ship,2011,United Arab Emirates (ARE)
9349497,AL SAFAT,75579,Container Ship,2008,Liberia (LBR)
9708875,AL ZUBARA,195636,Container Ship,2015,Malta (MLT)
9471226,ALABAMA,40542,Container Ship,2010,Marshall Islands (MHL)
9297589,ALANA,11662,Container Ship,2004,Portugal (MAR) (PMD)
9260469,ALBERT MAERSK,93496,Container Ship,2004,Denmark (DIS) (DIS)
9301990,ALDEBARAN,32903,Container Ship,2008,Malta (MLT)
9349186,ALDEBARAN J,8273,Container Ship,2006,Antigua and Barbuda (ATG)
9341122,ALDI WAVE,28616,Container Ship,2008,Cyprus (CYP)
9225407,ALEX,32322,Container Ship,2000,Palau (Republic of) (PLW)
9328649,ALEXANDER B,14072,Container Ship,2006,Antigua and Barbuda (ATG)
9238777,ALEXANDER BAY,39941,Container Ship,2003,Liberia (LBR)
9635676,ALEXANDRA,71021,Container Ship,2013,Marshall Islands (MHL)
9409039,ALEXANDRIA BRIDGE,40839,Container Ship,2009,Panama (PAN)
9686900,ALEXIS,70704,Container Ship,2015,Marshall Islands (MHL)
9399789,ALGARROBO,32984,Container Ship,2009,Liberia (LBR)
9339612,ALGOL,16162,Container Ship,2006,Liberia (LBR)
9292137,ALIANCA LEBLON,18334,Container Ship,2005,Brazil (BRA)
9273961,ALIANCA MANAUS,25709,Container Ship,2004,Singapore (SGP)
9440605,ALINDA,7545,Container Ship,2008,Netherlands (NLD)
9238882,ALION,13764,Container Ship,2002,Malta (MLT)
9339600,ALIOTH,16162,Container Ship,2006,Liberia (LBR)
9298612,ALK,6704,Container Ship,2004,Antigua and Barbuda (ATG)
8730974,ALKEN PAHALA,1769,Container Ship,2000,Indonesia (IDN)
9295945,ALLEGORIA,66280,Container Ship,2006,Portugal (MAR) (PMD)
9246554,ALLEGRO,9962,Container Ship,2004,Antigua and Barbuda (ATG)
9509176,ALLEGRO N,39824,Container Ship,2014,Cyprus (CYP)
9329564,ALOPO,7464,Container Ship,2004,Liberia (LBR)
9401063,ALS APOLLO,40030,Container Ship,2009,Liberia (LBR)
9464716,ALS CERES,42110,Container Ship,2010,Marshall Islands (MHL)
9444417,ALS CLIVIA,41391,Container Ship,2010,Liberia (LBR)
9389382,ALS FAUNA,40487,Container Ship,2008,Singapore (SGP)
9389409,ALS FIDES,40466,Container Ship,2009,Singapore (SGP)
9389394,ALS FLORA,40487,Container Ship,2009,Singapore (SGP)
9431719,ALS JUNO,40541,Container Ship,2009,Singapore (SGP)
9431769,ALS JUPITER,40541,Container Ship,2010,Singapore (SGP)
9431757,ALS JUVENTUS,40541,Container Ship,2010,Singapore (SGP)
9327786,ALS KRONOS,66199,Container Ship,2007,Liberia (LBR)
9525948,ALS VENUS,26374,Container Ship,2014,Singapore (SGP)
9525950,ALS VESTA,26374,Container Ship,2014,Singapore (SGP)
9232383,ALSTER,25630,Container Ship,2002,St.Kitts and Nevis (KNA)
9629419,ALTAIR SKY,9996,Container Ship,2013,Panama (PAN)
9217553,ALTONIA,16803,Container Ship,2000,Liberia (LBR)
9525883,ALULA,141077,Container Ship,2012,Malta (MLT)
9397913,AMALTHEA,42609,Container Ship,2009,Portugal (MAR) (PMD)
9217565,AMANDA D,16803,Container Ship,2000,Liberia (LBR)
9242560,AMELIE BORCHARD,9981,Container Ship,2002,Antigua and Barbuda (ATG)
9285990,AMERICA,90645,Container Ship,2004,Cyprus (CYP)
9603233,AMERICO VESPUCIO,42564,Container Ship,2013,Brazil (BRA)
9635640,AMOLIANI,71112,Container Ship,2013,Liberia (LBR)
9312652,ANASSA,18327,Container Ship,2006,Malta (MLT)
9354387,ANDANTE,9962,Container Ship,2007,Portugal (MAR) (PMD)
9470739,ANDERSON DRAGON,17211,Container Ship,2008,Panama (PAN)
9399739,ANDES,32901,Container Ship,2007,Liberia (LBR)
9399765,ANDINO,32984,Container Ship,2008,Liberia (LBR)
9333357,ANDREA,9981,Container Ship,2005,Gibraltar (GIB)
9355422,ANDROMEDA J,8273,Container Ship,2006,Cyprus (CYP)
9387102,ANGEL,54828,Container Ship,2006,Comoros (COM)
9326976,ANGELA,9962,Container Ship,2005,Gibraltar (GIB)
9399791,ANGELES,32901,Container Ship,2010,Liberia (LBR)
9298600,ANGELN,6704,Container Ship,2004,Antigua and Barbuda (ATG)
9399806,ANGOL,32901,Container Ship,2010,Liberia (LBR)
9354351,ANINA,11662,Container Ship,2006,Portugal (MAR) (PMD)
9219367,ANKE,35824,Container Ship,2002,Liberia (LBR)
9362700,ANL EMORA,21018,Container Ship,2007,Panama (PAN)
9532800,ANL GIPPSLAND,87865,Container Ship,2013,Liberia (LBR)
9278105,ANL TONGALA,40030,Container Ship,2004,Liberia (LBR)
9334167,ANL WANGARATTA,39906,Container Ship,2008,Malta (MLT)
9440772,ANL WARRNAMBOOL,41358,Container Ship,2009,Liberia (LBR)
9297527,ANL WENDOUREE,54592,Container Ship,2005,Korea (Republic of) (KOR)
9334155,ANL WYONG,39906,Container Ship,2008,Malta (MLT)
9260421,ANNA MAERSK,93496,Container Ship,2003,Denmark (DIS) (DIS)
9306201,ANNABA,15487,Container Ship,2006,Liberia (LBR)
9437141,ANNALISA P,15334,Container Ship,2008,Antigua and Barbuda (ATG)
9287687,ANNAMARIE,7519,Container Ship,2003,Portugal (MAR) (PMD)
9347803,ANNE,9981,Container Ship,2007,Portugal (MAR) (PMD)
9396696,ANNE SIBUM,10585,Container Ship,2007,Cyprus (CYP)
9710244,ANTHEA Y,94416,Container Ship,2015,Liberia (LBR)
9612789,ANTOFAGASTA EXPRESS,39106,Container Ship,2015,Chile (CHL)
9255763,ANTON SCHEPERS,9755,Container Ship,2004,Antigua and Barbuda (ATG)
9398254,ANTON SCHULTE,75582,Container Ship,2009,Malta (MLT)
9304746,ANTWERP TRADER,27059,Container Ship,2005,Malta (MLT)
9612997,ANTWERPEN EXPRESS,142295,Container Ship,2013,Germany (DEU)
9532795,APL ANTWERP,87865,Container Ship,2013,Malta (MLT)
9345972,APL ATLANTA,43071,Container Ship,2008,Panama (PAN)
9444285,APL AUSTRIA,71867,Container Ship,2007,Liberia (LBR)
9462043,APL BARCELONA,128929,Container Ship,2012,Singapore (SGP)
9597496,APL BOSTON,109712,Container Ship,2013,Singapore (SGP)
9234109,APL CAIRO,25305,Container Ship,2001,Singapore (SGP)
9350044,APL CALIFORNIA,72704,Container Ship,2009,Malta (MLT)
9631981,APL CHANGI,169423,Container Ship,2013,Singapore (SGP)
9597551,APL CHARLESTON,109712,Container Ship,2013,Singapore (SGP)
9461867,APL CHONGQING,113735,Container Ship,2011,Singapore (SGP)
9597525,APL COLUMBUS,109712,Container Ship,2014,Singapore (SGP)
9674517,APL DANUBE,95263,Container Ship,2014,Malta (MLT)
9345960,APL DENVER,43071,Container Ship,2008,Liberia (LBR)
9632208,APL DETROIT,109712,Container Ship,2014,Singapore (SGP)
9601314,APL DUBLIN,128929,Container Ship,2012,Singapore (SGP)
9218650,APL ENGLAND,65792,Container Ship,2001,Singapore (SGP)
9632038,APL ESPLANADE,151015,Container Ship,2014,Singapore (SGP)
9350032,APL FLORIDA,72704,Container Ship,2008,Malta (MLT)
9632026,APL FULLERTON,168423,Container Ship,2014,Singapore (SGP)
9229609,APL GUAM,13764,Container Ship,2001,United States of America (USA)
9239874,APL GULF EXPRESS,16916,Container Ship,2002,United States of America (USA)
9461879,APL GWANGYANG,113735,Container Ship,2011,Singapore (SGP)
9218674,APL HOLLAND,65792,Container Ship,2001,Singapore (SGP)
9597537,APL HOUSTON,109712,Container Ship,2014,Singapore (SGP)
9234111,APL JEDDAH,25305,Container Ship,2001,Singapore (SGP)
9461881,APL LE HAVRE,113735,Container Ship,2012,Singapore (SGP)
9631967,APL LION CITY,169423,Container Ship,2013,Singapore (SGP)
9632014,APL MERLION,168423,Container Ship,2014,Singapore (SGP)
9632210,APL MEXICO CITY,109712,Container Ship,2014,Singapore (SGP)
9597549,APL MIAMI,109712,Container Ship,2014,Singapore (SGP)
9350018,APL MINNESOTA,71787,Container Ship,2008,Liberia (LBR)
9350020,APL NEW JERSEY,71787,Container Ship,2008,Liberia (LBR)
9597484,APL NEW YORK,109712,Container Ship,2013,Singapore (SGP)
9403621,APL NORWAY,71867,Container Ship,2007,Liberia (LBR)
9532783,APL OREGON,71787,Container Ship,2010,Malta (MLT)
9601302,APL PARIS,128929,Container Ship,2012,Singapore (SGP)
9597501,APL PHOENIX,109712,Container Ship,2013,Singapore (SGP)
9234123,APL PUSAN,25305,Container Ship,2002,Singapore (SGP)
9461893,APL QINGDAO,113735,Container Ship,2012,Malta (MLT)
9631979,APL RAFFLES,169423,Container Ship,2013,Singapore (SGP)
9239850,APL SAIPAN,16916,Container Ship,2002,United States of America (USA)
9462029,APL SALALAH,128929,Container Ship,2012,Singapore (SGP)
9597563,APL SANTIAGO,109712,Container Ship,2014,Singapore (SGP)
9597513,APL SAVANNAH,109712,Container Ship,2013,Singapore (SGP)
9218662,APL SCOTLAND,65792,Container Ship,2001,Singapore (SGP)
9632040,APL SENTOSA,151015,Container Ship,2014,Malta (MLT)
9632002,APL SINGAPURA,169423,Container Ship,2013,Singapore (SGP)
9462017,APL SOUTHAMPTON,128929,Container Ship,2012,Singapore (SGP)
9631955,APL TEMASEK,169423,Container Ship,2013,Singapore (SGP)
9532771,APL TURKEY,71787,Container Ship,2009,Liberia (LBR)
9597472,APL VANCOUVER,109712,Container Ship,2013,Singapore (SGP)
9631993,APL VANDA,169423,Container Ship,2013,Singapore (SGP)
9462031,APL YANGSHAN,128929,Container Ship,2012,Singapore (SGP)
9360697,APOLLON D,26358,Container Ship,2008,Liberia (LBR)
9365831,APOSTOLOS II,21092,Container Ship,2008,Marshall Islands (MHL)
9316323,APU,30047,Container Ship,2005,Palau (Republic of) (PLW)
9354375,ARA ATLANTIS,9962,Container Ship,2007,Gibraltar (GIB)
9365984,ARA LIVERPOOL,7702,Container Ship,2009,Gibraltar (GIB)
9315379,ARCHIMIDIS,89776,Container Ship,2006,Liberia (LBR)
9222467,AREOPOLIS,25630,Container Ship,2000,Liberia (LBR)
9262871,ARGENTINO II,12563,Container Ship,2002,Argentina (ARG)
9385611,ARGOLIKOS,40560,Container Ship,2008,Liberia (LBR)
9477787,ARGOS,40542,Container Ship,2012,Liberia (LBR)
9409027,ARGUELLO,40839,Container Ship,2009,Liberia (LBR)
9225421,ARI,23722,Container Ship,2001,Palau (Republic of) (PLW)
9327671,ARIANA,32161,Container Ship,2006,Liberia (LBR)
9399741,ARICA,32984,Container Ship,2007,Liberia (LBR)
9451484,ARICA BRIDGE,27094,Container Ship,2010,Panama (PAN)
9514767,ARIES J,10585,Container Ship,2011,Cyprus (CYP)
9408841,ARISTOMENIS,113515,Container Ship,2011,Liberia (LBR)
9226815,ARKADIA,15988,Container Ship,2001,Liberia (LBR)
9306005,ARNARFELL,8890,Container Ship,2005,Faroe Islands (FRO)
9260433,ARNOLD MAERSK,93496,Container Ship,2003,Denmark (DIS) (DIS)
9395123,ARSOS,15375,Container Ship,2007,Cyprus (CYP)
9283007,ARTABAZ,25391,Container Ship,2003,Iran (IRN)
9284154,ARTAM,27681,Container Ship,2004,Iran (IRN)
9339595,ARTEMIS,26358,Container Ship,2008,Liberia (LBR)
9283021,ARTENOS,25391,Container Ship,2004,Iran (IRN)
9260445,ARTHUR MAERSK,93496,Container Ship,2003,Denmark (DIS) (DIS)
9328625,ARX,6901,Container Ship,2005,Malta (MLT)
9284142,ARZIN,25391,Container Ship,2004,Iran (IRN)
9357092,AS ANGELINA,22801,Container Ship,2007,Portugal (MAR) (PMD)
9342695,AS CALIFORNIA,28340,Container Ship,2008,Portugal (MAR) (PMD)
9314947,AS CAMELLIA,28927,Container Ship,2006,Portugal (MAR) (PMD)
9309409,AS CARELIA,28592,Container Ship,2006,Portugal (MAR) (PMD)
9241205,AS CARINTHIA,28596,Container Ship,2003,Liberia (LBR)
9311775,AS CARLOTTA,28372,Container Ship,2006,Antigua and Barbuda (ATG)
9314935,AS CAROLINA,28927,Container Ship,2006,Portugal (MAR) (PMD)
9311799,AS CHRISTIANA,28372,Container Ship,2006,Antigua and Barbuda (ATG)
9300972,AS CLARITA,32968,Container Ship,2006,Portugal (MAR) (PMD)
9314959,AS CLEMENTINA,28927,Container Ship,2006,Portugal (MAR) (PMD)
9311787,AS CLEOPATRA,28372,Container Ship,2006,Antigua and Barbuda (ATG)
9320037,AS COLUMBIA,27971,Container Ship,2006,Portugal (MAR) (PMD)
9308390,AS CONSTANTINA,27786,Container Ship,2005,Portugal (MAR) (PMD)
9315812,AS CYPRIA,28592,Container Ship,2006,Portugal (MAR) (PMD)
9395109,AS FABIANA,15375,Container Ship,2007,Portugal (MAR) (PMD)
9395135,AS FABRIZIA,15375,Container Ship,2008,Portugal (MAR) (PMD)
9437191,AS FATIMA,15334,Container Ship,2008,Portugal (MAR) (PMD)
9395094,AS FAUSTINA,15375,Container Ship,2007,Portugal (MAR) (PMD)
9395068,AS FEDERICA,15375,Container Ship,2007,Portugal (MAR) (PMD)
9395020,AS FELICIA,15375,Container Ship,2006,Portugal (MAR) (PMD)
9292450,AS FENJA,14036,Container Ship,2005,Liberia (LBR)
9368742,AS FILIPPA,16162,Container Ship,2008,Portugal (MAR) (PMD)
9248930,AS FIONA,14308,Container Ship,2003,Portugal (MAR) (PMD)
9395111,AS FIORELLA,15375,Container Ship,2007,Portugal (MAR) (PMD)
9292462,AS FLORA,14036,Container Ship,2005,Portugal (MAR) (PMD)
9395056,AS FLORETTA,15375,Container Ship,2007,Portugal (MAR) (PMD)
9437115,AS FLORIANA,15334,Container Ship,2008,Portugal (MAR) (PMD)
9295517,AS FRANZISKA,16162,Container Ship,2005,Antigua and Barbuda (ATG)
9292436,AS FREYA,14067,Container Ship,2004,Liberia (LBR)
9248928,AS FRIDA,14308,Container Ship,2003,Portugal (MAR) (PMD)
9366237,AS LAETITIA,9996,Container Ship,2007,Portugal (MAR) (PMD)
9435820,AS LAGUNA,9996,Container Ship,2008,Portugal (MAR) (PMD)
9362566,AS LAURETTA,9272,Container Ship,2008,Portugal (MAR) (PMD)
9356799,AS LEONA,9610,Container Ship,2008,Liberia (LBR)
9294513,AS PALATIA,27100,Container Ship,2006,Portugal (MAR) (PMD)
9283693,AS PALINA,26833,Container Ship,2004,Liberia (LBR)
9239903,AS PAMIRA,27322,Container Ship,2002,Marshall Islands (MHL)
9312418,AS PAOLA,25406,Container Ship,2005,Liberia (LBR)
9294525,AS PATRIA,27100,Container Ship,2006,Portugal (MAR) (PMD)
9364203,AS PATRICIA,27061,Container Ship,2006,Liberia (LBR)
9286774,AS PAULINA,26833,Container Ship,2004,Portugal (MAR) (PMD)
9294549,AS PAULINE,26611,Container Ship,2006,Liberia (LBR)
9294537,AS PENELOPE,26611,Container Ship,2005,Liberia (LBR)
9283708,AS PETRA,26833,Container Ship,2004,Liberia (LBR)
9286786,AS PETRONIA,26833,Container Ship,2004,Portugal (MAR) (PMD)
9374454,AS PETULIA,26936,Container Ship,2008,Liberia (LBR)
9330939,AS RAFAELA,15995,Container Ship,2007,Liberia (LBR)
9509774,AS RAGNA,17068,Container Ship,2009,Portugal (MAR) (PMD)
9449869,AS RICCARDA,17068,Container Ship,2012,Portugal (MAR) (PMD)
9330903,AS ROBERTA,15995,Container Ship,2006,Liberia (LBR)
9449821,AS ROMINA,17068,Container Ship,2009,Portugal (MAR) (PMD)
9449845,AS ROSALIA,17068,Container Ship,2009,Portugal (MAR) (PMD)
9387463,AS SABRINA,18123,Container Ship,2009,Liberia (LBR)
9410260,AS SAMANTA,18123,Container Ship,2009,Liberia (LBR)
9410272,AS SARA,18123,Container Ship,2010,Portugal (MAR) (PMD)
9387451,AS SAVANNA,18123,Container Ship,2009,Portugal (MAR) (PMD)
9516789,AS SELINA,18358,Container Ship,2012,Liberia (LBR)
9410301,AS SERAFINA,18123,Container Ship,2010,Liberia (LBR)
9335812,AS SERENA,18123,Container Ship,2007,Portugal (MAR) (PMD)
9430935,AS SICILIA,21018,Container Ship,2008,Portugal (MAR) (PMD)
9335800,AS SOPHIA,18123,Container Ship,2007,Portugal (MAR) (PMD)
9410296,AS SUSANNA,18123,Container Ship,2010,Liberia (LBR)
9410284,AS SVENJA MAERSK,18123,Container Ship,2010,Liberia (LBR)
8730948,ASHIYA,749,Container Ship,2006,Japan (JPN)
9309150,ASIAN ACE,18327,Container Ship,2005,Liberia (LBR)
9359117,ASIAN MOON,9956,Container Ship,2006,Cyprus (CYP)
9245689,ASIAN TRADER,9966,Container Ship,2003,Cyprus (CYP)
9366433,ASIATIC BAY,10308,Container Ship,2007,Singapore (SGP)
9366445,ASIATIC CLOUD,10308,Container Ship,2007,Singapore (SGP)
9322877,ASIATIC DAWN,10308,Container Ship,2006,Singapore (SGP)
9366500,ASIATIC HORIZON,9978,Container Ship,2008,Singapore (SGP)
9366483,ASIATIC ISLAND,10308,Container Ship,2007,Singapore (SGP)
9318266,ASIATIC KING,10308,Container Ship,2005,Singapore (SGP)
9366471,ASIATIC LIBERTY,10308,Container Ship,2007,Singapore (SGP)
9366421,ASIATIC MOON,9978,Container Ship,2006,Singapore (SGP)
9366469,ASIATIC NEPTUNE,10308,Container Ship,2007,Singapore (SGP)
9236286,ASIATIC ORCHID,10308,Container Ship,2002,Singapore (SGP)
9366457,ASIATIC WAVE,9978,Container Ship,2007,Singapore (SGP)
9366495,ASIATIC WIND,9978,Container Ship,2008,Singapore (SGP)
9348182,ASTERIX,18199,Container Ship,2010,Canada (CAN)
9398230,ASTRID SCHULTE,75582,Container Ship,2009,Isle of Man (IMN)
9349227,ASTRORUNNER,7720,Container Ship,2007,Cyprus (CYP)
9349215,ASTROSPRINTER,7720,Container Ship,2007,Cyprus (CYP)
9506540,ASTURIANO II,15636,Container Ship,2012,Panama (PAN)
9378010,ATA 1,4455,Container Ship,2006,Panama (PAN)
9387669,ATA 2,4632,Container Ship,2006,Vanuatu (VUT)
9718947,ATACAMA,95138,Container Ship,2016,Liberia (LBR)
9275361,ATHENA,34610,Container Ship,2003,Panama (PAN)
9408865,ATHENIAN,113412,Container Ship,2011,Liberia (LBR)
9409053,ATHENS BRIDGE,40839,Container Ship,2009,Panama (PAN)
9247766,ATHENS GLORY,75484,Container Ship,2003,Cyprus (CYP)
9406738,ATHOS,113412,Container Ship,2011,Liberia (LBR)
9243590,ATLANTIC DISCOVERER,30024,Container Ship,2004,Marshall Islands (MHL)
9433444,ATLANTIC EAST,7464,Container Ship,2008,Liberia (LBR)
9330850,ATLANTIC EXPRESS,9940,Container Ship,2007,Liberia (LBR)
9232395,ATLANTIC FLOSTA,25630,Container Ship,2002,Marshall Islands (MHL)
9330848,ATLANTIC GENEVA,9940,Container Ship,2007,Liberia (LBR)
9354404,ATLANTIC GREEN,9962,Container Ship,2006,Liberia (LBR)
9378929,ATLANTIC MERCHANT,9940,Container Ship,2008,Liberia (LBR)
9356658,ATLANTIC MONACO,10609,Container Ship,2008,Liberia (LBR)
9236597,ATLANTIC NORTH,14241,Container Ship,2002,Malta (MLT)
9508299,ATLANTIC PEACH,9961,Container Ship,2009,Liberia (LBR)
9388417,ATLANTIC PIONEER,7532,Container Ship,2008,Liberia (LBR)
9396622,ATLANTIC SILVER,16162,Container Ship,2008,Liberia (LBR)
9339856,ATLANTIC SOLLI,23633,Container Ship,2008,Liberia (LBR)
9414137,ATLANTIC SOUTH,7170,Container Ship,2007,Liberia (LBR)
9396610,ATLANTIC WEST,16162,Container Ship,2008,Liberia (LBR)
9264740,ATLANTIS,6704,Container Ship,2003,Antigua and Barbuda (ATG)
9354648,ATOUT,18199,Container Ship,2010,Liberia (LBR)
9242285,AURETTE A,14236,Container Ship,2002,Malta (MLT)
9234989,AURORA,9981,Container Ship,2001,Antigua and Barbuda (ATG)
9399777,AUSTRAL,32901,Container Ship,2008,Liberia (LBR)
9306225,AVA D,15487,Container Ship,2007,Liberia (LBR)
9252797,AVERA,9990,Container Ship,2003,Portugal (MAR) (PMD)
9295529,AVILA,9935,Container Ship,2007,Portugal (MAR) (PMD)
9260419,AXEL MAERSK,93496,Container Ship,2003,Denmark (DIS) (DIS)
9813151,AYER MAS,4990,Container Ship,2016,Indonesia (IDN)
9283019,AZARGOUN,25391,Container Ship,2003,Iran (IRN)
9813802,B TRADER,19122,Container Ship,2019,Malta (MLT)
9436458,BACH,35991,Container Ship,2009,Liberia (LBR)
9395941,BAHAMAS,40741,Container Ship,2010,Liberia (LBR)
9426324,BAHAMIAN EXPRESS,21018,Container Ship,2010,Gibraltar (GIB)
9791781,BAHAR MAS,4990,Container Ship,2016,Indonesia (IDN)
9463346,BAI CHAY BRIDGE,44234,Container Ship,2011,Panama (PAN)
9249207,BAL PEACE,17887,Container Ship,2002,Panama (PAN)
9224350,BAL STAR,7409,Container Ship,2000,Panama (PAN)
9603594,BALAO,26412,Container Ship,2013,Marshall Islands (MHL)
9437062,BALBINA,52726,Container Ship,2010,Portugal (MAR) (PMD)
9506394,BALEARES,26374,Container Ship,2014,Marshall Islands (MHL)
9603609,BALLENITA,26412,Container Ship,2013,Marshall Islands (MHL)
9603611,BALSA,26412,Container Ship,2013,Marshall Islands (MHL)
9477610,BALTHASAR SCHULTE,40542,Container Ship,2012,Liberia (LBR)
9290488,BALTIC BRIDGE,83011,Container Ship,2005,Marshall Islands (MHL)
9293442,BALTIC EAST,54519,Container Ship,2005,Marshall Islands (MHL)
9313204,BALTIC FULMAR,16324,Container Ship,2005,Cyprus (CYP)
9463310,BALTIC NORTH,44234,Container Ship,2011,Marshall Islands (MHL)
9313216,BALTIC PETREL,16324,Container Ship,2005,Cyprus (CYP)
9313228,BALTIC SHEARWATER,16324,Container Ship,2005,Cyprus (CYP)
9463281,BALTIC SOUTH,44234,Container Ship,2010,Marshall Islands (MHL)
9313199,BALTIC TERN,16324,Container Ship,2005,Cyprus (CYP)
9409041,BALTIC WEST,40839,Container Ship,2009,Marshall Islands (MHL)
9504607,BANAK,26374,Container Ship,2014,Marshall Islands (MHL)
9463279,BANGKOK BRIDGE,44234,Container Ship,2010,Panama (PAN)
9252096,BANGSA,52701,Container Ship,2006,Comoros (COM)
9241449,BAO,15988,Container Ship,2002,Palau (Republic of) (PLW)
9437050,BARBARA,52726,Container Ship,2010,Portugal (MAR) (PMD)
9626053,BARCELONA EXPRESS,41286,Container Ship,2014,"Hong Kong, China (HKG)"
9504592,BARDU,26374,Container Ship,2014,Marshall Islands (MHL)
9289051,BARO,18334,Container Ship,2004,Marshall Islands (MHL)
9237503,BARRY,35881,Container Ship,2004,Marshall Islands (MHL)
9658446,BARRY TRADER,25145,Container Ship,2014,Singapore (SGP)
9625384,BARTOLOMEU DIAS,47799,Container Ship,2014,Brazil (BRA)
9097549,BARUNA JASA,2995,Container Ship,2005,Indonesia (IDN)
9708851,BARZAN,195636,Container Ship,2015,Malta (MLT)
9820269,BARZIN,141514,Container Ship,2018,Iran (IRN)
9248136,BASEL,65918,Container Ship,2003,Palau (Republic of) (PLW)
9346536,BASHT,54851,Container Ship,2008,Iran (IRN)
9501344,BASLE EXPRESS,143262,Container Ship,2012,Germany (DEU)
